epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,1248.73,0.48781,0.8026,0.32076,1.01225,0.97934,0.96774,0.98652,0.83426,0.97934,0.96774,0.97446,0.82808,0.48662,0.62044,0.28945,0.78532,0.000874842,0.000874842,0.000874842
50,1274.05,0.4852,0.79358,0.31554,1.01418,0.90051,0.95899,0.94984,0.77917,0.90632,0.95871,0.95053,0.78384,0.5011,0.60414,0.37272,0.82067,0.000858338,0.000858338,0.000858338
51,1299.18,0.47979,0.77356,0.31705,1.0087,0.96653,0.96774,0.98682,0.83984,0.96653,0.96774,0.98682,0.835,0.46775,0.61906,0.29535,0.79315,0.000841835,0.000841835,0.000841835
52,1324.6,0.47587,0.7739,0.30922,1.00995,0.97754,0.9615,0.99181,0.84619,0.97754,0.9615,0.99181,0.84053,0.46583,0.60678,0.31126,0.78262,0.000825332,0.000825332,0.000825332
53,1349.65,0.47834,0.79218,0.31843,1.00946,0.96696,0.96774,0.9851,0.84308,0.96696,0.96774,0.9851,0.8397,0.48835,0.5945,0.30852,0.80308,0.000808828,0.000808828,0.000808828
54,1374.84,0.46825,0.74602,0.30094,0.99953,0.94634,0.97928,0.98163,0.83307,0.94634,0.97928,0.98163,0.83662,0.47007,0.60648,0.30694,0.78374,0.000792325,0.000792325,0.000792325
55,1399.89,0.47693,0.77851,0.30995,1.01086,0.96736,0.95724,0.98227,0.84984,0.96736,0.95724,0.98227,0.84462,0.50042,0.58577,0.30048,0.82674,0.000775822,0.000775822,0.000775822
56,1425,0.47527,0.76961,0.30301,1.00427,0.9804,0.96774,0.98392,0.83905,0.9804,0.96774,0.98392,0.84345,0.49159,0.60695,0.29554,0.80579,0.000759318,0.000759318,0.000759318
57,1450.09,0.46771,0.7533,0.29955,0.99704,0.96119,0.96441,0.96599,0.83573,0.96119,0.96441,0.96599,0.82924,0.44749,0.61401,0.29534,0.75348,0.000742815,0.000742815,0.000742815
58,1475.23,0.46658,0.76957,0.29588,0.99759,0.95258,0.97835,0.97148,0.83841,0.95258,0.97835,0.97148,0.82838,0.46071,0.58483,0.32954,0.75916,0.000726312,0.000726312,0.000726312
59,1500.31,0.46392,0.74979,0.29495,0.99698,0.97975,0.96774,0.98485,0.83362,0.97975,0.96774,0.98485,0.83328,0.45705,0.57408,0.30103,0.77415,0.000709809,0.000709809,0.000709809
60,1525.65,0.45033,0.74047,0.29264,0.99634,0.9813,0.9918,0.99156,0.85777,0.9813,0.9918,0.99156,0.85112,0.43911,0.58213,0.27233,0.74917,0.000693305,0.000693305,0.000693305
61,1550.73,0.44763,0.72689,0.28846,0.98991,0.9586,0.96441,0.97706,0.8286,0.9586,0.96441,0.97706,0.83255,0.47178,0.58934,0.28992,0.76548,0.000676802,0.000676802,0.000676802
62,1576.29,0.44518,0.73435,0.29198,0.98889,0.95143,0.98111,0.98312,0.84359,0.95143,0.98111,0.98312,0.84626,0.43392,0.56195,0.26844,0.75394,0.000660299,0.000660299,0.000660299
63,1601.56,0.44456,0.73463,0.28763,0.98992,0.98031,0.9754,0.99119,0.85119,0.98031,0.9754,0.99119,0.83951,0.43897,0.5708,0.25772,0.75558,0.000643795,0.000643795,0.000643795
64,1626.7,0.44425,0.72709,0.28189,0.98563,0.94891,0.96108,0.94827,0.83333,0.94891,0.96108,0.94827,0.82156,0.43852,0.6193,0.31053,0.75217,0.000627292,0.000627292,0.000627292
65,1651.71,0.4383,0.72918,0.28559,0.98788,0.98139,0.96774,0.99174,0.85817,0.98139,0.96774,0.99174,0.84071,0.43158,0.59205,0.26422,0.74673,0.000610789,0.000610789,0.000610789
66,1676.62,0.44859,0.71729,0.27661,0.98999,0.96432,0.96712,0.98769,0.86049,0.96432,0.96712,0.98769,0.85927,0.44495,0.5823,0.25952,0.75914,0.000594286,0.000594286,0.000594286
67,1701.53,0.43291,0.71412,0.27999,0.98087,0.98484,0.96774,0.99014,0.848,0.98484,0.96774,0.99014,0.83805,0.43595,0.58656,0.24832,0.76402,0.000577782,0.000577782,0.000577782
68,1726.51,0.43218,0.69614,0.28001,0.98923,0.98096,0.96774,0.99135,0.85521,0.98096,0.96774,0.99135,0.8398,0.4409,0.58096,0.26271,0.75562,0.000561279,0.000561279,0.000561279
69,1751.36,0.43477,0.72695,0.27993,0.98679,0.93816,0.97942,0.96177,0.83783,0.93816,0.97942,0.96177,0.81793,0.44157,0.56869,0.29116,0.74884,0.000544776,0.000544776,0.000544776
70,1776.37,0.42935,0.72317,0.27432,0.98386,0.96565,0.96533,0.98144,0.85817,0.96565,0.96533,0.98144,0.85779,0.42097,0.60208,0.26137,0.7249,0.000528272,0.000528272,0.000528272
71,1801.24,0.4342,0.69575,0.27276,0.98589,0.98045,0.96774,0.98333,0.84638,0.98045,0.96774,0.98333,0.8539,0.45683,0.576,0.27177,0.77871,0.000511769,0.000511769,0.000511769
72,1826.69,0.42107,0.68394,0.26926,0.9784,0.98127,0.98172,0.98893,0.85884,0.98127,0.98172,0.98893,0.85489,0.41739,0.58783,0.253,0.71986,0.000495266,0.000495266,0.000495266
73,1851.66,0.41881,0.69087,0.26735,0.97961,0.96434,0.96774,0.9818,0.85692,0.96434,0.96774,0.9818,0.8454,0.40817,0.58053,0.24616,0.72454,0.000478762,0.000478762,0.000478762
74,1876.64,0.40889,0.67739,0.26057,0.97186,0.96666,0.98387,0.98474,0.84535,0.96666,0.98387,0.98474,0.84956,0.43777,0.59008,0.25591,0.7513,0.000462259,0.000462259,0.000462259
75,1901.45,0.42583,0.696,0.26576,0.977,0.96453,0.96441,0.97565,0.84912,0.96453,0.96441,0.97565,0.83312,0.43739,0.58463,0.26154,0.76049,0.000445756,0.000445756,0.000445756
76,1926.49,0.42086,0.68136,0.25853,0.97633,0.97698,0.94828,0.9828,0.85641,0.97698,0.94828,0.9828,0.84173,0.4338,0.57434,0.25218,0.74732,0.000429253,0.000429253,0.000429253
77,1951.6,0.40775,0.67252,0.25142,0.96919,0.96243,0.96196,0.9865,0.83797,0.96243,0.96196,0.9865,0.83883,0.43042,0.59946,0.24712,0.74316,0.000412749,0.000412749,0.000412749
78,1976.45,0.41625,0.68959,0.26395,0.97135,0.95714,1,0.98518,0.84507,0.95714,1,0.98518,0.84251,0.41923,0.60094,0.24644,0.73612,0.000396246,0.000396246,0.000396246
79,2001.24,0.41396,0.69037,0.25949,0.97678,0.98249,0.97977,0.99312,0.85199,0.98249,0.97977,0.99312,0.85745,0.42694,0.58103,0.25326,0.74644,0.000379743,0.000379743,0.000379743
80,2026.52,0.40061,0.67974,0.24966,0.96261,0.9643,0.96224,0.98225,0.8574,0.9643,0.96224,0.98225,0.83452,0.41172,0.59621,0.25189,0.72634,0.000363239,0.000363239,0.000363239
81,2052.23,0.39646,0.67436,0.24813,0.96519,0.98388,0.98067,0.99156,0.83606,0.98388,0.98067,0.99156,0.83399,0.41129,0.59918,0.24766,0.73714,0.000346736,0.000346736,0.000346736
82,2077.39,0.39941,0.67176,0.2503,0.96829,0.95367,1,0.98535,0.83862,0.95367,1,0.98535,0.84398,0.43874,0.57127,0.26681,0.77975,0.000330233,0.000330233,0.000330233
83,2102.96,0.39947,0.67413,0.24839,0.97037,0.96817,0.99932,0.98352,0.83918,0.96817,0.99932,0.98352,0.8414,0.4364,0.58738,0.26218,0.75586,0.000313729,0.000313729,0.000313729
84,2128.6,0.39728,0.66252,0.24348,0.96658,0.98137,0.97297,0.98906,0.85734,0.98137,0.97297,0.98906,0.8517,0.42118,0.57579,0.24447,0.74934,0.000297226,0.000297226,0.000297226
85,2154.04,0.39924,0.66881,0.24304,0.96518,0.98187,0.97855,0.98587,0.83745,0.98187,0.97855,0.98587,0.83389,0.45231,0.57355,0.27642,0.78266,0.000280723,0.000280723,0.000280723
86,2179.68,0.39914,0.68085,0.25326,0.96579,0.98107,0.98361,0.98797,0.85787,0.98107,0.98361,0.98797,0.8432,0.418,0.58371,0.2458,0.74944,0.00026422,0.00026422,0.00026422
87,2205.21,0.38781,0.64481,0.23885,0.95845,0.98222,0.99653,0.98703,0.87667,0.98222,0.99653,0.98703,0.86379,0.3976,0.55881,0.23127,0.72255,0.000247716,0.000247716,0.000247716
88,2230.93,0.38492,0.65467,0.23848,0.96154,0.97816,0.98744,0.98594,0.86476,0.97816,0.98744,0.98594,0.85274,0.4082,0.59435,0.24142,0.72923,0.000231213,0.000231213,0.000231213
89,2256.51,0.39808,0.65158,0.24648,0.96257,0.98177,0.96387,0.98474,0.85945,0.98177,0.96387,0.98474,0.85592,0.40898,0.5794,0.23725,0.73144,0.00021471,0.00021471,0.00021471
90,2282.16,0.38232,0.65295,0.23605,0.95904,0.96932,0.99272,0.98382,0.86053,0.96932,0.99272,0.98382,0.84946,0.41673,0.56914,0.23923,0.74261,0.000198206,0.000198206,0.000198206
91,2333.32,0.30285,0.53069,0.20876,0.95561,0.95217,0.96785,0.96002,0.82929,0.95217,0.96785,0.96002,0.82005,0.40873,0.60437,0.27561,0.73583,0.000181703,0.000181703,0.000181703
92,2359.06,0.29807,0.5163,0.19608,0.95806,0.98128,0.95147,0.98251,0.86033,0.98128,0.95147,0.98251,0.86512,0.4087,0.58661,0.23505,0.73602,0.0001652,0.0001652,0.0001652
93,2384.17,0.28729,0.49605,0.19612,0.94636,0.97637,0.97465,0.98545,0.88293,0.97637,0.97465,0.98545,0.86085,0.39964,0.59428,0.24068,0.72084,0.000148696,0.000148696,0.000148696
94,2409.29,0.28415,0.48952,0.18763,0.94215,0.97336,0.98054,0.97299,0.86132,0.97336,0.98054,0.97299,0.84676,0.39961,0.61085,0.23251,0.72794,0.000132193,0.000132193,0.000132193
95,2434.32,0.27988,0.48236,0.18533,0.93469,0.98304,0.99811,0.98656,0.88192,0.98304,0.99811,0.98656,0.86672,0.37788,0.58582,0.21121,0.69266,0.00011569,0.00011569,0.00011569
96,2459.44,0.2802,0.4793,0.18383,0.94005,0.98278,0.98385,0.98594,0.87434,0.98278,0.98385,0.98594,0.86101,0.39091,0.58853,0.21932,0.70823,9.91865e-05,9.91865e-05,9.91865e-05
97,2484.45,0.27111,0.47861,0.17734,0.92715,0.98264,1,0.98797,0.87558,0.98264,1,0.98797,0.86767,0.39323,0.59732,0.21279,0.70923,8.26832e-05,8.26832e-05,8.26832e-05
98,2509.91,0.26223,0.47641,0.17397,0.92014,0.95524,1,0.98568,0.87634,0.95524,1,0.98568,0.86528,0.38283,0.59849,0.20885,0.7011,6.61799e-05,6.61799e-05,6.61799e-05
99,2535.58,0.26384,0.46976,0.17687,0.92988,0.98343,0.99566,0.98656,0.87833,0.98343,0.99566,0.98656,0.87086,0.38319,0.59397,0.21286,0.70717,4.96766e-05,4.96766e-05,4.96766e-05
100,2561.11,0.26723,0.47458,0.17051,0.93243,0.98376,0.97933,0.98481,0.87184,0.98376,0.97933,0.98481,0.86655,0.38622,0.60137,0.21532,0.71119,3.31733e-05,3.31733e-05,3.31733e-05
